importo,livello,durata,tipologia,saldo,eta,estinto
14500,C,9,Autovettura,839.63,34,0
18000,B,20,Autovettura,4095.48,29,0
7500,B,1,Elettrodomestici,1382.27,22,1
10000,B,3,Elettrodomestici,494.31,24,1
8000,D,3,Elettrodomestici,1086.28,23,1
12000,C,0,Elettrodomestici,1012.29,29,0
7000,C,7,Autovettura,1382.27,22,0
8850,B,4,Autovettura,2862.2,35,0
25000,E,2,Elettrodomestici,4095.48,40,0
20000,B,12,Elettrodomestici,1505.6,39,0
20000,A,2,Autovettura,2985.53,33,0
15000,B,9,Elettrodomestici,691.64,22,0
4000,A,6,Elettrodomestici,592.97,25,0
11500,A,9,Autovettura,1752.25,24,0
4050,A,5,Elettrodomestici,1258.94,34,0
12000,A,9,Autovettura,2294.9,28,0
8000,B,2,Elettronica,518.88,29,0
5000,A,1,Elettrodomestici,2738.88,24,0
14125,A,,Elettronica,642.3,23,0
10000,D,2,Elettrodomestici,652.17,39,0
1000,B,23,Autovettura,2048.24,26,0
4500,B,8,Elettrodomestici,839.63,24,0
3500,B,,Elettrodomestici,790.3,23,1
4600,B,1,Elettrodomestici,888.96,23,0
10000,E,0,Elettrodomestici,1752.25,24,1
8000,C,12,Elettrodomestici,987.62,26,0
7200,B,9,Elettrodomestici,1998.91,32,0
4000,C,4,Elettronica,494.31,27,1
26400,D,4,Autovettura,1579.6,21,1
7000,C,7,Elettronica,3108.86,29,1
12000,C,5,Elettrodomestici,1752.25,23,1
1300,C,56,Elettrodomestici,1628.93,24,1
17000,C,3,Elettrodomestici,1875.58,28,0
5000,C,0,Elettrodomestici,1255.49,23,0
4000,B,4,Elettrodomestici,1352.67,26,1
12000,B,17,Autovettura,2152.68,22,0
25000,D,1,Autovettura,2368.89,21,1
10000,C,1,Autovettura,987.62,25,0
6000,B,2,Elettrodomestici,1086.28,25,0
10000,D,9,Autovettura,1454.29,22,1
5000,D,0,Elettronica,415.38,24,0
25000,F,5,Autovettura,6438.71,25,1
12000,E,17,Elettrodomestici,2467.56,25,0
12000,A,3,Elettrodomestici,2245.57,24,0
12000,B,2,Elettrodomestici,642.3,44,0
5400,C,1,Elettrodomestici,1153.5,34,0
20000,F,7,Elettrodomestici,1431.6,28,1
2000,A,,Elettronica,296.99,23,0
9000,B,0,Elettrodomestici,1184.95,23,0
4750,E,0,Autovettura,671.9,25,1
20000,C,12,Autovettura,3355.52,39,1
8500,A,3,Autovettura,1826.25,24,0
4000,D,5,Autovettura,527.46,24,1
3000,C,0,Elettrodomestici,790.3,24,0
5000,B,4,Elettrodomestici,790.3,26,1
13250,B,4,Elettrodomestici,765.63,28,0
20000,B,9,Elettrodomestici,1198.73,24,0
19600,D,13,Autovettura,1567.24,24,1
1000,B,6,Elettrodomestici,592.97,22,1
10000,B,1,Elettrodomestici,1135.62,31,1
25000,B,28,Elettrodomestici,1258.94,27,1
20000,A,4,Elettrodomestici,1530.26,32,0
10000,A,14,Elettrodomestici,592.97,22,0
5000,D,9,Elettrodomestici,420.31,47,1
5000,B,0,Elettrodomestici,839.63,29,0
4200,B,,Elettronica,435.11,26,1
12000,B,2,Autovettura,4342.14,26,1
7100,A,2,Elettrodomestici,1145.48,23,1
10000,D,2,Elettrodomestici,775.5,31,1
12000,A,0,Autovettura,1480.93,24,0
1600,C,0,Elettrodomestici,849.49,24,1
3000,E,0,Elettrodomestici,168.73,36,1
7200,C,9,Autovettura,1382.27,26,0
20500,C,2,Elettrodomestici,849.49,31,1
8000,A,1,Autovettura,1505.7,28,1
32000,C,7,Autovettura,1382.27,33,1
5000,B,,Autovettura,6917.22,31,0
6500,B,0,Elettrodomestici,657.1,41,0
22000,C,5,Autovettura,1382.27,23,0
6000,A,11,Elettrodomestici,916.68,23,0
2000,C,1,Autovettura,1850.92,22,1
12500,B,4,Autovettura,2985.53,31,0
8400,A,1,Autovettura,1431.6,26,0
15000,C,18,Elettrodomestici,1382.27,35,0
13750,C,0,Autovettura,3848.83,26,0
17200,D,6,Elettrodomestici,2122.24,27,0
5000,B,1,Elettrodomestici,888.96,27,0
8500,D,3,Elettronica,1135.62,28,0
7500,D,2,Elettrodomestici,596.13,25,1
7500,A,47,Autovettura,1949.58,29,0
3000,A,4,Elettrodomestici,1110.95,38,0
6200,G,1,Elettrodomestici,375.92,23,1
10000,B,4,Autovettura,617.74,46,0
7000,B,2,Elettrodomestici,583.11,25,0
15000,B,0,Elettronica,1628.93,24,1
8600,B,45,Autovettura,1135.62,23,1
10000,D,7,Elettrodomestici,1135.71,29,1
10000,C,3,Autovettura,642.3,35,1
8000,C,9,Elettrodomestici,765.63,23,1
5000,B,5,Elettrodomestici,1653.59,22,0
18500,C,2,Autovettura,1184.95,30,0
5500,A,6,Autovettura,1086.28,29,1
7200,B,18,Autovettura,888.96,35,0
5000,D,4,Elettrodomestici,1332.84,24,0
7750,E,3,Elettrodomestici,927.39,31,0
7500,D,5,Elettronica,1554.93,22,1
4750,B,13,Elettronica,455.83,26,1
8000,C,1,Elettrodomestici,765.63,28,1
13000,B,20,Autovettura,1160.28,21,0
2500,B,6,Elettrodomestici,557.65,42,0
10000,A,5,Elettrodomestici,1209.61,21,0
6000,E,4,Elettrodomestici,2162.94,24,1
8500,C,2,Elettrodomestici,1012.29,25,1
9500,D,4,Autovettura,790.3,23,1
8450,C,2,Elettrodomestici,2368.89,22,0
15000,B,2,Autovettura,1382.27,27,0
4000,C,2,Autovettura,1184.95,27,1
5500,B,5,Elettrodomestici,494.31,28,0
1000,A,6,Autovettura,2319.56,28,0
5000,A,19,Autovettura,1357.61,28,1
1600,C,2,Elettronica,207.2,24,1
11450,A,7,Elettrodomestici,888.96,29,0
15000,A,11,Autovettura,1027.09,30,1
12000,B,3,Autovettura,1752.25,31,0
15000,B,4,Elettrodomestici,1382.27,23,0
2000,B,8,Elettronica,1266.54,42,1
5000,C,4,Elettrodomestici,592.97,23,1
12000,B,6,Autovettura,1752.25,24,0
16000,D,3,Elettrodomestici,2151.84,24,1
5000,B,2,Autovettura,3108.86,27,0
11400,C,3,Autovettura,2270.23,22,0
6850,B,3,Elettrodomestici,1209.61,22,1
12000,B,2,Elettrodomestici,1258.94,32,1
8000,C,4,Elettrodomestici,1012.29,24,1
5000,B,0,Elettronica,518.98,27,1
2000,A,3,Autovettura,3158.19,26,0
18000,C,7,Autovettura,2319.56,22,1
6300,A,5,Autovettura,1627.2,33,0
20000,D,2,Autovettura,2862.2,39,1
2500,E,7,Elettrodomestici,568.9,25,0
5000,B,31,Elettrodomestici,913.63,25,0
10250,B,4,Autovettura,1875.58,36,1
11000,D,1,Autovettura,1197.28,29,1
1200,A,,Elettronica,790.3,34,0
15000,E,14,Elettrodomestici,1653.59,24,1
5000,C,1,Elettrodomestici,888.96,28,1
6000,C,11,Autovettura,1998.91,22,1
15000,D,1,Elettrodomestici,1505.7,25,1
3600,C,0,Autovettura,1776.82,40,0
3725,B,8,Autovettura,575.77,22,0
10000,A,17,Elettrodomestici,1998.81,33,0
14075,B,2,Elettrodomestici,592.87,21,1
5000,C,,Autovettura,1086.28,35,1
18500,A,0,Elettrodomestici,1998.91,24,1
21000,B,5,Autovettura,1628.93,22,0
9600,C,9,Autovettura,1737.45,43,1
4500,B,0,Elettrodomestici,1241.68,22,1
16000,C,2,Elettrodomestici,1012.29,24,1
18000,F,0,Elettronica,2400.96,27,0
3200,D,0,Elettrodomestici,765.73,25,0
7000,A,8,Elettrodomestici,543.74,25,0
8000,A,16,Autovettura,1382.27,30,0
2000,A,5,Autovettura,1382.27,35,0
12000,B,0,Elettrodomestici,703.97,22,1
7800,C,5,Elettrodomestici,740.97,21,1
24000,A,25,Autovettura,2985.33,31,0
14500,E,4,Elettrodomestici,612.71,32,1
8500,C,9,Elettrodomestici,1135.62,25,1
12800,B,1,Elettrodomestici,1505.6,29,0
10800,C,2,Elettrodomestici,716.3,21,1
14000,B,3,Elettrodomestici,1258.94,29,0
16000,B,7,Autovettura,918.46,23,0
12250,D,0,Elettrodomestici,1135.62,22,0
2000,A,3,Elettrodomestici,762.77,23,0
1500,B,22,Elettrodomestici,699.13,24,1
20000,D,6,Elettrodomestici,1925.95,23,1
8200,A,2,Elettrodomestici,962.86,33,0
8400,C,3,Elettrodomestici,691.64,30,1
4400,A,5,Elettronica,1086.28,24,0
6000,B,0,Elettrodomestici,691.64,38,1
6000,B,2,Autovettura,1115.88,25,0
6000,A,6,Elettrodomestici,666.97,21,0
3000,B,2,Elettrodomestici,1382.27,28,0
4750,C,7,Autovettura,1271.28,27,1
8000,C,10,Elettrodomestici,1678.26,22,1
7000,B,4,Elettronica,867.25,23,0
8000,B,4,Elettrodomestici,765.63,24,1
9600,D,3,Elettrodomestici,1209.61,21,0
25000,D,1,Elettrodomestici,2985.53,29,1
8000,B,3,Elettrodomestici,1332.84,34,0
6000,A,0,Elettronica,888.96,22,0
19750,B,6,Elettrodomestici,642.3,23,0
2225,C,2,Elettrodomestici,1382.27,36,1
3500,C,0,Elettrodomestici,346.32,22,1
7000,A,,Autovettura,2122.24,42,1
8000,B,5,Elettrodomestici,938.29,30,0
14125,B,,Autovettura,1029.45,22,1
3000,C,3,Elettrodomestici,1283.61,24,1
9000,C,16,Elettronica,1056.69,23,1
16000,B,1,Elettrodomestici,1012.29,23,1
8000,C,24,Autovettura,1752.25,24,0
12000,B,5,Autovettura,1628.83,23,1
29850,D,1,Elettrodomestici,1374.87,54,0
5000,E,4,Elettrodomestici,1382.27,22,1
7750,C,5,Elettrodomestici,553.51,29,1
7000,A,2,Autovettura,2270.23,23,0
6000,A,2,Elettrodomestici,1456.27,30,0
35000,D,10,Autovettura,2048.24,24,0
18725,A,0,Elettrodomestici,802.63,22,1
1000,C,,Elettrodomestici,152.45,21,1
13250,A,2,Elettrodomestici,1012.29,30,0
12000,D,2,Elettrodomestici,896.61,32,1
3800,D,4,Elettrodomestici,1752.25,23,1
7500,A,2,Autovettura,987.62,27,0
15000,E,7,Elettrodomestici,1431.6,21,1
4000,A,3,Elettrodomestici,2319.56,26,0
4750,B,3,Elettrodomestici,395.65,32,0
25000,B,11,Elettrodomestici,2146.9,34,0
5000,A,6,Elettrodomestici,1012.29,28,1
8000,A,1,Autovettura,2270.23,29,1
5000,D,3,Autovettura,528.35,35,0
5000,B,,Elettrodomestici,790.3,35,0
10000,C,1,Elettrodomestici,1308.27,25,0
2500,E,0,Elettrodomestici,1175.82,22,0
3000,B,1,Autovettura,757.3,23,1
11000,A,5,Autovettura,1234.28,24,0
10000,C,1,Autovettura,2368.89,29,0
10000,B,10,Autovettura,691.73,22,0
2500,C,5,Elettrodomestici,2862.2,29,0
3500,D,24,Elettrodomestici,1727.69,26,0
8500,D,0,Elettrodomestici,1406.94,29,0
4900,C,0,Elettronica,790.3,32,1
6200,B,2,Elettrodomestici,518.98,36,1
7200,B,5,Elettrodomestici,1419.02,21,0
17000,C,2,Autovettura,1184.85,21,1
6000,C,4,Elettrodomestici,774.61,26,1
25000,C,0,Elettronica,2035.91,31,1
6000,B,2,Elettrodomestici,765.63,32,0
3000,C,0,Elettronica,198.32,25,0
7000,C,2,Elettrodomestici,888.96,28,1
3600,A,5,Elettrodomestici,642.3,34,1
4800,D,5,Elettronica,1431.6,40,0
4500,A,5,Elettrodomestici,790.3,24,0
9500,A,5,Autovettura,1069.02,24,0
5200,B,0,Elettrodomestici,435.11,25,1
9975,C,24,Elettrodomestici,1954.51,22,0
14400,B,1,Elettrodomestici,1875.58,22,0
7000,B,3,Elettrodomestici,774.27,22,0
4000,A,2,Autovettura,1406.94,30,0
5000,A,0,Elettrodomestici,642.3,21,1
12475,A,17,Autovettura,2072.91,23,0
10000,B,13,Autovettura,1505.6,24,0
1200,D,8,Elettrodomestici,1597.75,33,0
12000,B,1,Elettrodomestici,1036.95,38,0
12000,D,18,Autovettura,1145.48,22,0
10675,A,34,Autovettura,1427.62,28,0
5800,C,2,Elettrodomestici,346.32,21,0
14400,C,0,Elettrodomestici,1431.6,25,0
25000,D,12,Autovettura,2294.9,25,0
20000,B,4,Elettrodomestici,2072.91,27,0
4800,B,3,Elettrodomestici,1258.94,21,0
9600,B,4,Autovettura,1431.6,23,1
5650,A,15,Autovettura,1086.28,27,0
5000,B,0,Elettrodomestici,408.47,30,0
16000,A,3,Autovettura,2467.56,33,0
25000,B,17,Autovettura,1505.6,21,1
6450,B,4,Elettrodomestici,626.54,22,1
3000,C,0,Elettrodomestici,825.82,29,1
10300,D,1,Autovettura,553.51,41,1
7275,A,2,Autovettura,296.99,30,0
8975,D,4,Elettrodomestici,716.3,26,0
9325,C,8,Autovettura,1998.91,24,1
4000,A,3,Elettronica,592.97,21,0
6400,C,0,Autovettura,2368.89,24,1
10000,D,22,Elettrodomestici,1965.07,28,0
5425,B,0,Elettrodomestici,1954.51,27,1
4000,C,3,Elettrodomestici,296.89,22,1
4000,C,10,Elettrodomestici,3133.53,26,0
10950,A,11,Autovettura,1505.6,26,0
13150,A,2,Elettronica,1678.26,34,0
4800,D,2,Elettrodomestici,642.3,31,1
12000,C,0,Elettrodomestici,1209.61,28,0
2700,A,3,Autovettura,2072.91,23,1
10000,A,3,Autovettura,1431.6,33,0
17500,D,1,Elettrodomestici,701.5,25,0
6800,C,5,Autovettura,1397.93,22,0
8000,C,0,Elettronica,1012.29,23,0
7500,D,0,Autovettura,4218.81,26,0
7000,B,0,Elettrodomestici,760.7,23,1
5400,B,3,Elettrodomestici,1258.94,23,0
3250,A,3,Autovettura,1019.51,23,1
1550,A,5,Autovettura,444.98,23,1
5000,C,2,Elettrodomestici,1135.62,24,1
15000,B,9,Autovettura,1554.93,29,1
5000,C,13,Autovettura,913.63,23,1
3400,B,1,Elettrodomestici,3528.17,24,1
2800,B,7,Elettrodomestici,825.82,27,0
8500,B,5,Elettrodomestici,1199.3,24,0
24500,B,4,Elettrodomestici,4218.81,28,0
9250,C,0,Elettrodomestici,222.99,21,1
4000,B,3,Elettrodomestici,553.51,24,1
2400,C,5,Elettrodomestici,1818.85,27,0
500,B,3,Autovettura,543.64,22,0
10000,B,12,Elettrodomestici,967.89,22,1
9500,A,5,Elettrodomestici,1258.94,24,0
10800,A,0,Elettrodomestici,765.63,34,1
9600,D,3,Elettrodomestici,1209.61,21,0
2800,D,7,Autovettura,1012.29,32,1
5700,A,1,Elettrodomestici,888.86,36,0
1000,A,5,Elettrodomestici,1012.29,24,0
1000,C,7,Elettronica,1283.61,27,0
3000,D,1,Elettrodomestici,346.32,23,0
10000,C,26,Autovettura,2063.04,24,0
3625,D,19,Elettrodomestici,390.72,25,0
15000,B,,Autovettura,954.47,48,1
10000,C,4,Elettrodomestici,642.3,24,0
3000,A,6,Autovettura,1752.25,31,0
15000,C,3,Elettrodomestici,2368.89,29,0
9000,A,0,Autovettura,1850.92,25,0
2700,B,6,Elettrodomestici,272.32,30,0
17000,B,1,Autovettura,1505.6,26,0
10000,B,0,Elettrodomestici,1505.6,23,0
10000,B,13,Elettrodomestici,1382.27,23,0
9925,A,9,Autovettura,1086.28,22,0
23750,C,20,Autovettura,2615.55,26,0
12000,B,17,Elettrodomestici,1258.94,45,1
2800,B,13,Autovettura,3256.85,30,0
11000,A,1,Elettrodomestici,1998.91,24,0
3000,B,7,Autovettura,1086.28,25,1
5000,C,3,Elettrodomestici,1875.58,22,1
6000,C,0,Autovettura,3355.52,27,0
10475,A,11,Autovettura,1218.49,29,0
14000,B,4,Elettrodomestici,1443.93,41,0
3000,A,3,Autovettura,1384.64,29,0
24250,C,14,Autovettura,3232.19,24,1
5000,E,13,Autovettura,1012.29,27,1
5000,A,17,Elettronica,814.96,34,0
8000,B,5,Autovettura,1160.28,24,0
10625,A,11,Autovettura,1357.61,25,1
2000,A,0,Elettrodomestici,198.32,23,0
10000,C,1,Elettrodomestici,814.96,29,0
4000,C,3,Elettrodomestici,790.3,26,1
4500,D,7,Autovettura,790.3,44,1
15000,B,24,Autovettura,2097.57,34,1
25000,F,20,Autovettura,2763.54,39,0
5000,A,5,Elettrodomestici,962.86,24,0
4700,A,0,Autovettura,3493.54,23,0
5000,C,16,Autovettura,1012.29,24,1
13200,D,21,Autovettura,1752.25,40,1
17000,A,2,Autovettura,1628.93,24,0
8400,A,3,Elettrodomestici,1347.15,30,1
5000,A,5,Elettronica,1752.25,23,0
20000,C,18,Elettronica,1175.08,24,1
9800,A,9,Autovettura,1295.94,23,0
15000,B,3,Elettrodomestici,1974.24,28,0
3000,B,13,Elettrodomestici,1332.94,22,0
13000,C,0,Elettrodomestici,671.9,21,0
4800,B,28,Autovettura,1184.95,29,1
10000,B,14,Elettrodomestici,1258.84,28,1
2000,B,18,Elettronica,1283.61,24,1
4800,C,4,Elettrodomestici,1115.88,27,0
2500,D,,Elettrodomestici,168.73,35,1
3500,C,5,Elettrodomestici,464.71,27,1
4000,A,5,Autovettura,765.63,36,1
7750,C,8,Autovettura,2467.56,28,1
3000,C,12,Autovettura,731.1,30,0
15000,A,11,Autovettura,1752.25,30,0
1250,C,0,Elettrodomestici,257.52,31,1
15000,D,6,Elettrodomestici,790.3,37,1
10000,D,1,Elettrodomestici,1135.62,24,1
17000,C,12,Autovettura,543.64,22,1
1600,B,3,Elettrodomestici,198.32,21,1
15000,A,8,Autovettura,2812.87,25,0
5000,B,6,Autovettura,1576.39,38,0
10000,D,0,Elettronica,740.87,22,0
3500,A,3,Elettrodomestici,1135.62,32,0
1500,A,2,Autovettura,335.07,28,0
5500,B,1,Elettrodomestici,346.32,25,1
7000,C,5,Elettrodomestici,1505.6,27,0
5000,C,2,Elettrodomestici,1012.29,28,0
20000,D,3,Autovettura,3848.83,24,0
8000,A,2,Autovettura,1160.28,23,0
25000,C,1,Elettrodomestici,2388.63,30,1
20000,B,3,Autovettura,3602.17,39,1
6000,C,6,Elettrodomestici,568.31,23,0
6000,C,4,Elettrodomestici,1184.95,23,0
10000,E,15,Elettrodomestici,543.64,24,1
15000,C,4,Autovettura,1752.25,22,0
6000,C,1,Elettrodomestici,671.9,25,1
3500,C,13,Autovettura,936.84,23,1
1325,B,0,Elettrodomestici,1145.48,24,1
5000,B,2,Elettrodomestici,950.62,22,0
13000,B,6,Elettrodomestici,2812.87,24,1
20000,C,8,Elettrodomestici,1135.62,38,0
10000,C,1,Elettronica,1012.29,25,0
10000,B,5,Elettrodomestici,713.59,27,0
10000,A,25,Elettrodomestici,1308.27,22,1
4000,A,0,Elettrodomestici,691.64,22,1
15000,E,8,Elettrodomestici,1746.93,37,0
7600,D,,Autovettura,1086.28,28,1
3000,A,7,Autovettura,1234.28,23,0
15000,E,11,Autovettura,1628.93,28,0
20000,A,6,Elettronica,1998.91,27,0
1900,A,3,Elettrodomestici,555.97,22,1
10000,D,12,Elettrodomestici,2418.22,32,1
17000,C,1,Elettrodomestici,775.5,26,1
16000,E,7,Altro,1382.27,23,1
7000,C,2,Autovettura,1135.62,33,1
12000,D,3,Elettronica,1826.25,27,0
6500,A,2,Autovettura,642.3,29,0
6000,D,,Autovettura,1056.69,26,0
2500,A,13,Autovettura,1505.6,24,0
15600,B,2,Autovettura,1998.81,31,1
3000,C,0,Elettronica,1114.4,22,0
10000,A,11,Autovettura,1875.58,22,0
8000,C,1,Elettrodomestici,523.91,23,0
14000,E,5,Autovettura,2299.83,26,1
3775,A,0,Elettrodomestici,1135.62,32,0
16000,A,1,Elettrodomestici,1160.28,51,1
5000,B,2,Elettrodomestici,1628.93,38,0
12000,C,6,Autovettura,1826.25,23,1
7500,A,4,Autovettura,888.96,32,1
5600,C,10,Elettrodomestici,913.63,26,0
2000,B,7,Elettrodomestici,647.85,28,0
5000,E,5,Elettrodomestici,1135.62,27,1
16000,D,12,Autovettura,1272.02,23,1
25000,D,12,Autovettura,3676.17,41,1
3000,D,15,Autovettura,1628.93,27,0
2000,C,1,Elettrodomestici,553.51,27,0
9000,C,2,Elettrodomestici,1628.93,47,0
15000,E,8,Autovettura,1381.04,23,1
16000,B,9,Autovettura,1628.93,24,0
10000,E,0,Autovettura,543.64,23,1
5200,C,0,Elettrodomestici,543.64,38,0
26000,A,8,Autovettura,2492.22,30,0
8000,D,2,Autovettura,1086.28,40,0
6000,C,3,Elettrodomestici,925.86,33,1
17000,C,1,Autovettura,1382.27,39,0
9000,D,1,Elettrodomestici,849.49,28,1
10000,B,2,Elettrodomestici,888.86,25,0
28000,A,3,Autovettura,3108.86,32,0
11000,E,10,Elettrodomestici,933.56,21,0
5000,A,6,Elettrodomestici,1900.25,24,0
14400,B,19,Elettrodomestici,2074.58,26,0
4000,C,0,Elettronica,908.69,37,0
5600,B,8,Elettrodomestici,1332.82,29,0
8000,C,3,Elettrodomestici,1347.74,23,0
9000,B,3,Autovettura,1086.28,30,0
6000,B,3,Elettrodomestici,1086.28,23,0
2500,B,0,Elettrodomestici,518.88,22,1
8875,A,12,Autovettura,1334.03,29,1
12000,A,9,Autovettura,2294.9,28,0
10000,E,0,Elettrodomestici,393.08,37,1
7000,C,0,Elettrodomestici,518.98,22,0
9000,B,11,Autovettura,2129.64,27,1
35000,A,5,Elettrodomestici,1998.91,37,0
20000,A,5,Autovettura,2122.24,46,0
12000,A,5,Elettrodomestici,1382.27,24,0
2800,D,3,Elettrodomestici,726.07,24,1
10000,A,9,Autovettura,2122.24,25,0
1000,A,0,Elettrodomestici,1752.25,30,1
19000,B,10,Autovettura,740.97,23,0
35000,A,,Autovettura,2211.03,28,0
18000,B,1,Elettrodomestici,1628.93,28,1
23000,D,3,Elettrodomestici,2245.57,40,1
4800,C,4,Elettrodomestici,938.29,22,0
4500,B,11,Elettrodomestici,1184.95,29,0
2500,A,5,Autovettura,2615.65,24,1
6000,B,4,Elettrodomestici,642.3,22,1
4500,A,21,Elettrodomestici,790.3,27,0
6000,E,10,Autovettura,1628.93,28,1
15000,D,8,Elettrodomestici,1752.25,50,1
10800,A,11,Elettrodomestici,1752.25,26,1
23975,E,3,Autovettura,3602.17,30,1
20000,D,5,Autovettura,1752.25,28,0
2400,B,0,Elettrodomestici,1036.95,26,0
10000,C,3,Elettrodomestici,962.96,21,0
8825,D,14,Autovettura,1875.58,25,0
8000,D,17,Autovettura,3158.19,23,1
5000,B,0,Elettrodomestici,1130.68,45,1
4450,B,4,Autovettura,1012.29,30,0
5000,E,9,Autovettura,701.5,21,1
12500,A,4,Elettrodomestici,938.29,21,0
12500,A,4,Elettrodomestici,938.29,21,0
4800,A,1,Elettrodomestici,1012.29,26,0
15800,B,0,Elettronica,2368.89,29,0
8000,A,13,Autovettura,666.97,24,0
2400,C,1,Elettrodomestici,346.32,26,1
1500,B,12,Elettrodomestici,642.3,29,1
2400,B,2,Elettrodomestici,198.32,31,1
2100,D,0,Elettrodomestici,210.66,30,1
7000,A,4,Autovettura,1110.95,28,0
12000,B,5,Elettrodomestici,1302.23,22,0
24250,B,12,Autovettura,3355.52,29,0
3200,C,6,Elettrodomestici,518.98,24,1
8500,C,3,Autovettura,1752.25,30,1
6000,C,4,Elettrodomestici,1135.62,23,0
10000,B,5,Elettrodomestici,839.73,22,0
6000,D,2,Elettrodomestici,366.92,27,1
15000,B,3,Elettrodomestici,1752.25,33,1
1500,D,8,Autovettura,1382.27,24,1
10000,B,5,Elettrodomestici,583.11,34,1
17000,A,20,Autovettura,2262.34,28,0
8000,D,1,Autovettura,1249.08,24,1
10100,D,0,Elettrodomestici,620.99,26,1
25000,B,7,Autovettura,2048.24,24,0
10000,D,0,Autovettura,3848.83,25,1
10000,D,1,Elettrodomestici,1752.25,24,1
1000,C,1,Elettrodomestici,765.63,26,1
13000,B,2,Autovettura,1357.61,31,0
4900,A,9,Elettrodomestici,523.91,32,0
12000,A,3,Autovettura,790.3,25,1
3600,D,19,Autovettura,469.65,23,1
10000,B,15,Elettrodomestici,1234.28,33,0
5000,B,8,Autovettura,790.3,30,0
5300,C,0,Elettrodomestici,612.71,24,0
10000,A,,Elettrodomestici,1382.27,30,0
6500,A,1,Autovettura,1135.62,27,0
2500,B,7,Autovettura,1579.6,28,0
10800,A,2,Autovettura,2541.55,27,0
5500,B,2,Elettrodomestici,790.3,26,0
10000,B,4,Elettrodomestici,1258.94,23,0
20000,C,4,Elettrodomestici,1579.6,25,0
16000,F,6,Elettrodomestici,1460.59,22,1
5500,B,20,Altro,1036.85,28,0
13000,C,6,Autovettura,2368.89,31,0
12000,B,11,Autovettura,2615.55,29,0
10000,A,9,Autovettura,2122.24,25,0
34000,B,4,Autovettura,3848.83,28,0
11500,B,2,Elettrodomestici,2177.96,33,0
21000,B,34,Autovettura,1382.27,23,0
35000,D,,Elettrodomestici,3898.16,31,1
4900,B,1,Autovettura,1752.25,24,1
3000,B,4,Elettrodomestici,642.3,25,1
12000,B,4,Elettrodomestici,888.96,27,0
5000,C,0,Elettrodomestici,1135.71,27,1
10000,B,9,Autovettura,1530.26,26,1
15000,B,24,Autovettura,647.24,25,0
25000,D,10,Elettronica,1949.58,22,0
14800,F,7,Autovettura,1382.27,29,1
12000,C,3,Elettrodomestici,938.29,33,0
18000,D,1,Elettrodomestici,4342.14,30,0
16000,E,2,Autovettura,1337.87,37,1
9000,D,3,Autovettura,1126.56,25,0
15000,B,22,Elettrodomestici,1505.6,24,0
15000,B,5,Elettrodomestici,2146.9,25,1
3000,B,0,Elettrodomestici,790.3,22,0
20000,B,6,Elettrodomestici,1678.26,34,0
3000,B,22,Autovettura,1530.26,34,1
8000,E,3,Elettrodomestici,790.3,21,1
10000,A,8,Autovettura,4342.14,30,1
12000,B,4,Autovettura,691.64,28,1
7500,B,1,Elettrodomestici,765.63,42,0
2400,B,29,Autovettura,2516.89,31,0
18000,D,3,Autovettura,2621.57,28,0
3600,A,4,Autovettura,1258.94,29,0
12000,C,0,Elettrodomestici,3836.49,24,1
4750,B,12,Elettrodomestici,494.31,24,0
10000,B,5,Altro,2566.22,24,0
10000,B,2,Elettrodomestici,2171.67,30,1
7000,E,1,Elettrodomestici,375.92,25,0
11200,B,8,Elettrodomestici,790.3,52,0
12000,D,2,Autovettura,3182.86,31,1
4200,E,4,Elettrodomestici,740.97,26,1
10000,A,13,Elettronica,1012.29,29,1
3000,B,3,Elettrodomestici,1068.45,33,1
18000,C,9,Elettrodomestici,1752.25,23,0
4000,B,1,Elettrodomestici,642.3,26,1
8000,B,4,Autovettura,1998.81,30,0
11000,A,22,Elettrodomestici,765.63,25,1
14400,A,8,Elettrodomestici,1885.45,21,0
15000,B,,Elettronica,790.3,26,0
22000,B,11,Elettrodomestici,1678.26,43,0
25000,B,27,Autovettura,2615.55,22,1
16500,C,0,Elettrodomestici,1653.59,33,0
12000,C,6,Elettrodomestici,2368.79,28,0
20000,B,3,Elettrodomestici,1456.27,25,0
5500,B,1,Elettrodomestici,962.96,23,0
9000,A,15,Autovettura,1505.6,23,0
20000,C,0,Elettrodomestici,2368.79,24,0
10400,B,12,Autovettura,1332.94,25,0
4000,A,4,Autovettura,1690.59,32,0
2475,D,22,Elettrodomestici,1678.26,28,1
1600,D,0,Elettrodomestici,494.31,28,0
5000,C,2,Autovettura,938.29,21,1
12000,B,0,Elettrodomestici,888.86,26,0
1800,B,2,Elettrodomestici,375.92,40,0
10000,C,15,Elettrodomestici,1184.95,23,1
23500,A,3,Autovettura,1628.93,30,1
10000,C,8,Elettrodomestici,1126.73,24,0
8000,B,3,Elettrodomestici,1382.27,23,0
14400,E,7,Elettrodomestici,1293.47,21,0
13200,A,9,Elettrodomestici,592.97,29,0
12000,B,13,Elettrodomestici,888.96,30,0
3500,B,3,Elettrodomestici,1012.29,23,1
3000,A,3,Elettrodomestici,464.71,22,0
11200,C,18,Autovettura,1875.58,22,1
3000,B,2,Elettrodomestici,1110.85,30,0
7200,C,6,Elettrodomestici,1135.62,36,0
9750,D,3,Elettrodomestici,415.38,31,1
15000,C,4,Elettronica,2368.89,25,1
